gid,code,ward,name,feature,fature_det,speciality,theme,type,address,phone,photo,the_geom
1659,00-00-03-09,1,FOOD CORPORATION OF INDIA,OFFICE,,FOOD CORPORATION OF INDIA,,GOVERNMENT,"NARAYANA PURAM,RAJAHMUNDRY.",,"<img src=""E:\DST Project\field photos\fci.jpg""/>",0104000020E61000000100000001010000003077A0C64B5E61410ACC46CAC5593D41
1660,00-00-03-46,12,SYAMALAMBA M.C. PARK,PARK,,PARK,FACILITY,GOVERNMENT,"SYAMALANAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003A8B870DC45D614156396AF11B503D41
1661,00-00-03-37,12,MIND & PERSONALITY CARE,HEALTH,HIPNO KAMALAKAR,HIPNO CNETER,HEALTH,PRIVATE,"TILAK ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001D3ECC19FA5D614113D4F33E9D503D41
1662,00-00-03-24,12,APSRTC COMPLEX,BUS STOP,SHELTER,BUS STOP,FACILITY,GOVERNMENT,"APSRTC COMPLEX, TADITOTA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009B255B7DB35D61419EAF3705944F3D41
1663,00-00-03-09,27,DTDC CENTRE,OFFICE,DELIVERING VALUE,COURIER CENTRE,FACILITY,PRIVATE,"NEAR SRI SATYA NURSING HOME, INNISPETA, RAJAHMUNDRY.",9849398701,,0104000020E61000000100000001010000001EBAAFB3005D6141851DD838DC4B3D41
1664,00-00-02-05,27,SAI BABA TEMPLE,TEMPLE,,BABA TEMPLE,RELIGIOUS,PRIVATE,"INNISPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C6402266205D6141A1B9A181404D3D41
1665,00-00-03-51,1,KVR TALENT SCHOOL,SCHOOL,"LKG TO 10TH, ENGLISH MEDIUM",HIGH SCHOOL,EDUCATION,PRIVATE,"CHOWDESWARA NAGAR, AVA ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D0B5F2455E5E6141A44957EE58563D41
1666,00-00-03-52-02,27,PRABHUTVA CHOWKA DHARALA DUKANAM,SHOP,SHOP NO: 48,RATION SHOP,SHOP,GOVERNMENT,"#36-36-8/1, INNISPETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000018143608135D6141FD9F6B61744C3D41
1667,00-00-03-51,17,SRI HARSHA VARDHAN SMART SCHOOL,SCHOOL,,E M HIGH SCHOOL,EDUCATION,PRIVATE,"SRI G.N.COMPLEX, ALCOG GARDENS, RAJAHMUNDRY.","0883-2400071, 2400072",,0104000020E6100000010000000101000000644B0599665D61418ACDD3749B453D41
1668,00-00-03-29,26,INDIAN INSTITUTE OF HARDWARE AND NETWORKING TECHNOL,COACHING CENTRE,,COMPUTER INSTITUTION,EDUCATION,PRIVATE,"SHYAMALA CENTRE, NEAR KOTIPALLI BUS STAND, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002EFBA7E6E55C6141BFD3487D044D3D41
1669,00-00-03-30,27,V.T.JUNIOR COLLEGE,COLLEGE,,JUNIOR COLLEGE,EDUCATION,AIDED,"INNISPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F0F6B5191C5D6141C24A50BE8C4C3D41
1670,00-00-03-10,27,INDIAN OIL,PETROL PUMP,,PETROL BUNK,FACILITY,PRIVATE,"KOTIPALLI BUS STAND, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008EA1F021FD5C6141DDC72383074C3D41
1671,00-00-03-23,25,STATE BANK OF MYSORE,BANK,FORT GATE BRANCH,STATE BANK OF MYSORE,FACILITY,GOVERNMENT,"JETTY COMPLEX, MAIN ROAD, RAJAHMUNDRY.",0883-2462698,,0104000020E61000000100000001010000003043FFCAC25C6141B584FE9AA44E3D41
1672,00-00-03-52-01,21,USHA SRI MEDICALS PHARMACY,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"NEAR SHYAMALA DHEATER, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007D612D7AD95C61411405657F2D4D3D41
1673,00-00-03-23,21,PUNJAB NATIONAL BANK,BANK,RAJAHMUNDRY BRANCH,PUNJAB NATIONAL BANK,FACILITY,GOVERNMENT,"#7-24-9, ADAVIKOLANU VARI VEEDHI, INNESPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000967A6AC7BB5C6141EB123CD2894D3D41
1674,00-00-03-29,27,FINGER TOUCH,COACHING CENTRE,COMPUTER EDUCATION,COACHING CENTRE,EDUCATION,PRIVATE,"II FLOOR, MOWNIKA TOWERS, BACK SIDE OF PETROL BUNK, INNISPETA, RAJAHMUNDRY.","9966677299, 9393677299",,0104000020E6100000010000000101000000FC8FA488FD5C6141F10EFD42254C3D41
1675,00-00-03-52,1,ANDHRA PRADESH STATE HANDLOOM WEAVERS COOPERATIVE SOCIETY LTD (APSHWCH),SHOP,APCO,CLOTH MARKET,SHOP,GOVERNMENT,"NH-5, LALACHERUVU, RAJAHMUNDRY.",,"<img src=""E:\DST Project\field photos\apco1.jpg"">",0104000020E6100000010000000101000000E500BE63A15E61415452100046583D41
1676,00-00-03-57,1,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 79,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"C/o. CODE: 78, IAL PADMAVATHI, SUBBARAOPETA-1, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000484ADB9A825E614179B3B118BA593D41
1677,00-00-03-05-01,21,AMBIKA EYE HOSPITAL,HOSPITAL,"DR.V.K.CH.RAJU (MBBS, DOMS)",EYE HOSPITAL,HEALTH,PRIVATE,"BESIDE MUNICIPAL OFFICE, INNESPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001D555FA5CA5C6141A3DAEC0CC04C3D41
1678,00-00-03-23,1,STATE BANK OF INDIA,BANK,LALACHERUVU BRANCH,BANK,FACILITY,GOVERNMENT,"LALACHERUVU, SUBBARAOPETA-2, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001F329C7D7E5E6141F1895E67CE5A3D41
1679,00-00-03-22,21,PUNJAB NATIONAL BANK ATM,ATM,,PUNJAB NATIONAL BANK ATM,FACILITY,GOVERNMENT,"#7-24-9, ADAVIKOLANU VARI VEEDHI, INNESPETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000036B19A3FBC5C6141D5E9DD79834D3D41
1680,00-00-03-23,21,REPCO BANK,BANK,RAJAHMUNDRY BRANCH,REPCO BANK,FACILITY,PRIVATE,"#7-24-3, INNESPETA, RAJAHMUNDRY.","0883-2441033, 9491305929",,0104000020E61000000100000001010000000743D7D8BF5C61418FB49C8D594D3D41
1681,00-00-03-52-03,18,SRI SATYA LAKSHMI WINES,SHOP,,WINE SHOP,SHOP,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B279508F625D6141CB2085BD85463D41
1682,00-00-02-05,25,SAI BABA TEMPLE,TEMPLE,,SAI BABA TEMPLE,RELIGIOUS,PRIVATE,"NEAR C.V.MARKET, RAJAHMUNDRY.",,,0104000020E610000001000000010100000096A26047EC5C6141F95C27B5C94F3D41
1683,00-00-03-09,18,MUTHOOT FINANCE,OFFICE,,FINANCE OFFICE,,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E610000001000000010100000070FB22DD625D614104A663286A453D41
1684,00-00-03-23,21,UNION BANK OF INDIA,BANK,,UNION BANK OF INDIA,FACILITY,PRIVATE,"T NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C9C99F55C25C6141419C59D3AE4D3D41
1685,00-00-03-52-01,18,VISHNU PRIYA MEDICAL SHOP,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E610000001000000010100000071068BD0625D614176571FAF20463D41
1686,00-00-03-05-01,18,SURYA HOSPITAL,HOSPITAL,DR.T.KRISHNAN RAJU (,HOSPITAL,HEALTH,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",0883-2420856,,0104000020E61000000100000001010000002CEF986E635D61417A030681F9453D41
1687,00-00-03-52-03,18,KALYANI VINES,SHOP,,WINE SHOP,SHOP,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000E00ACC7D625D6141BA2EC32C6A463D41
1688,00-00-03-54,25,MENAKA THEATRE,THEATRE,,CINEMA HALL,ENTERTAINMENT,PRIVATE,"NEAR C.V.MARKET, RAMBHA COMPLEX, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A76C813DE85C61417873F5F68C4F3D41
1689,00-00-03-33,21,SRI RAJA MANYAM KACHANAMALA JAMINDARINI KALAVEDIKA,FUNCTION HALL,SRI TYAGARAJANARAYANA SEVA SAMITI,FUNCTION HALL,ENTERTAINMENT,PRIVATE,"T NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000000AB47C749D5C6141107EFBE6F34D3D41
1690,00-00-03-51,25,NETAJI E M SCHOOL`,SCHOOL,,E M SCHOOL,EDUCATION,PRIVATE,"RAMBHA DHEATRRE DOWN, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000AB20C73DDA5C6141946CE8931A4F3D41
1691,00-00-03-22,25,STATE BANK ATM,ATM,,STATE BANK ATM,FACILITY,GOVERNMENT,"BESIDE URVASI COMPLEX, RAJAHMUNDRY.",,,0104000020E610000001000000010100000044D4DC21ED5C614191A9629CB34F3D41
1692,00-00-03-23,21,ICICI BANK,BANK,,ICICI BANK,FACILITY,PRIVATE,"T NAGAR, RAJAHMUNDRY.",,,0104000020E610000001000000010100000036F773EDB65C6141C5E5F6CECB4D3D41
1693,00-00-03-54,21,SYAMALA THEATRE,THEATRE,,SYAMALA THEATRE,ENTERTAINMENT,PRIVATE,"NEAR KOTIPALLI BUS STAND, INNESPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000CCF22FD7DB5C61416FC5E33B044D3D41
1694,00-00-03-57,18,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 15,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"AMBIKA NAGAR, ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008DBC4C4F465D61412E71E0158F463D41
1695,00-00-03-52-02,49,PRABHUTWA CHOWKA DHARALA DUKANAM,SHOP,SHOP NO:,RATION SHOP,SHOP,GOVERNMENT,"SIMHACHALA NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F5018D72CF5D6141EE589DB3725F3D41
1696,00-00-03-57,49,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 171,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"SIMHACHALA NAGAR, RAJAHMUNDRY,",,,0104000020E610000001000000010100000080EEC4C7D05D61411D7139F47F5F3D41
1697,00-00-03-31,49,SIMHACHALA NAGAR COMMUNITY HALL,COMMUNITY HALL,,COMMUNITY HALL,ENTERTAINMENT,GOVERNMENT,"SIMHACHALANAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000621518AFD75D614141D700486D5F3D41
1698,00-00-03-57,46,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 74,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"SANJEEVAYYA NAGAR, RAMADASUPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000000AD8B837AF5D614189D8572EB85F3D41
1699,00-00-03-06,45,VAMBAY HOUSES,HOUSES,UNDER CONSTRUCTION,COLONIES,RESIDENTIAL AREA,GOVERNMENT,"OPP APPM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000DE748C5B065D614108E403B6145D3D41
1700,00-00-02-05,41,HANUMAN SAI TEMPLE,TEMPLE,HANUMAN AND SAI TEMPLE,TEMPLE,RELIGIOUS,PRIVATE,"APPM JUNCTION, SEETAMPETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000030D0FBF5E05C6141C9C60EB366593D41
1701,00-00-03-52-02,39,PRABHUTWA CHOWKA DHARALA DUKANAM,SHOP,SHOP NO: 31,RATION SHOP,SHOP,GOVERNMENT,"BEHIND VAMBAY COLONY, LINGAMPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001497ABB6C75C614118CDBCD956563D41
1702,00-00-03-52-02,39,PRABHUTWA COUWKA DHARALA DUKANAM,SHOP,SHOP NO: 20,RATION SHOP,SHOP,GOVERNMENT,"LINGAMPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007B84C000CE5C61411994C0C6BD563D41
1703,00-00-03-57,46,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 76,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"ANANDANAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000BB9851096E5D6141B00BD57ED75E3D41
1704,00-00-03-57,46,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 75,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"ANANDANAGAR DOWN AREA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007778E2068D5D6141F03ECA33AE5E3D41
1705,00-00-03-28,24,SENIOR CITIZENS CLUB,CLUB,,CLUB,ENTERTAINMENT,PRIVATE,"TOWN HALL, MAIN ROAD, RAJAHMUNDRY.",,,0104000020E610000001000000010100000021C0B6BFB95C61413CB8FF9EE54F3D41
1706,00-00-03-30,5,DR. ALLU RAMALINGAYYA HOMEO HOSPITAL AND COLLGE,COLLEGE,,HOMEO HOSPITAL AND COLLEGE,EDUCATION,GOVERNMENT,"Y-JUNCTION, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003AFDF479665D614140E04A04A5553D41
1707,00-00-03-09,19,33/11 K.V GOWTAMI VIDYUT SUB STATION,OFFICE,D3 STATION,ELECTRIC SUBSTATION,INFRASTRUCTURE,GOVERNMENT,"OPPOSITE GOVERNMENT JUNIOR COLLEGE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000981A32CB235D6141ECCC16C8754A3D41
1708,00-00-03-23,10,STATE BANK OF INDIA BANK,BANK,MORAMPUDI BRANCH,SBI BANK,FACILITY,GOVERNMENT,"MORAMPUDI JUNCTION, SRINAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F4D705DD575E6141B0E9651CA34D3D41
1709,00-00-03-09,26,MARGADARSHI FINANCE,OFFICE,,CHIT FUNDS,,PRIVATE,"SHYAMALA CENTRE, NEAR KOTIPALLI BUS STAND, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B600A6E8DC5C6141F41EDD95524D3D41
1710,00-00-02-05,27,AMMAVARI ALAYAM,TEMPLE,,AMMAVARI TEMPLE,RELIGIOUS,PRIVATE,"BESIDE COMMUNITY HALL. INNISPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007B26311A195D6141CB47D4EE874D3D41
1711,00-00-03-09,26,ING VYSYA LIFE INSURANCE,OFFICE,,LIFE INSURANCE,,PRIVATE,"INNISPETA, NEAR KOTIPALLI BUS STAND, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B0BE3FF6EC5C61411F195DE4DE4C3D41
1712,00-00-03-09,20,OFFICE OF THE DISTRICT REGISTRAR OF ASSURANCES,OFFICE,ORIGINAL BRANCH,REGISTRAR OFFICE,,GOVERNMENT,"BESIDE TAHASILDAR OFFICE, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005FC9164DFD5C61414628A50DA54B3D41
1713,00-00-03-09,20,II TOWN CENTRAL CRIME STATION,OFFICE,II TOWN,POLICE STATION,INFRASTRUCTURE,GOVERNMENT,"BESIDE II TOWN POLICE STATION, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000EF3A2B2E045D61411158AC91514B3D41
1714,00-00-03-09,20,II TOWN LAW AND ORDER POLICE STATION,OFFICE,,POLICE STATION,INFRASTRUCTURE,GOVERNMENT,"BESIDE TAHASILDAR OFFICE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000201698A9035D6141BA4AAA18714B3D41
1715,00-00-03-23,20,GOVERNMENT OFFICE MEDICAL BLOOD BANK,BANK,,BLOOD BANK,FACILITY,GOVERNMENT,"BESIDE TAHASILDAR OFFICE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000AFEBF1C8FC5C6141A8E5265F6B4B3D41
1716,00-00-03-22,20,ICICI BANK ATM,ATM,,ICICI BANK ATM,FACILITY,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B3F9E579365D6141DDDA4F0BAB493D41
1717,00-00-03-52-01,25,SAI SRINIVASA MEDICAL & GENERAL AGENCIES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"#35-8-1, DHANYAPAKALA VEEDHI, MANGALAVARAPU PETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000036B00D91DA5C6141F7716A77D24E3D41
1718,00-00-03-38,17,SIMON CHILDREN HOME,HOSTEL,,CHILDREN HOSTEL,RESIDENTIAL AREA,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009AB7F0B1625D6141DADD3869C8423D41
1719,00-00-03-09,26,HERO HONDA AUTOMATED WORKS,OFFICE,,SALES & SERVICES,,PRIVATE,"SHYAMALA CENTRE, NEAR KOTIPALLI BUS STAND, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B5B2FC75DC5C61410995F7BC574D3D41
1720,00-00-03-52-01,17,THEOSOPHICAL & PHILOSOPHICAL BOOKS & STORES & MEDICAL SHOP,SHOP,BOOKS & MEDICAL SHOP,MEDICAL SHOP,HEALTH,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008A37CF3D675D61414F0D8AA377453D41
1721,00-00-03-09,23,SANITARY INSPECTOR OFFICE,OFFICE,,SANITARY INSPECTOR OFFCIE,,GOVERNMENT,"PUSKHARA GHAT, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F0917BBD765C6141A1903F5E25523D41
1722,00-00-03-09,33,SANITARY INSPECTOR OFFICE,OFFICE,"FOR WARDS (CIRCLES) 32, 33 AND 35",SANITARY INSPECTOR OFFICE,,GOVERNMENT,"BESIDE URDU SCHOOL, DEVICHOWK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D55FA7CCE35C6141A855304F0F533D41
1723,00-00-03-09,26,MEE SEVA KENDRAM,OFFICE,KOTIPALLI BUS STAND,MEE SEVA KENDRAM,FACILITY,GOVERNMENT,"KOTIPALLI BUS SATND, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D005E9E4EC5C614178FA4DC9BB4C3D41
1724,00-00-03-51,26,SURYA DEEP ENGLISH MEDIUM SCHOOL,SCHOOL,,E M HIGH SCHOOL,EDUCATION,PRIVATE,"OPP.SBI, KOLLI VARI VEEDHI, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006FA0361BF75C614130C8C6A7804D3D41
1725,00-00-03-30,27,SSV VOCATIONAL COLLEGE,COLLEGE,,VOCATIONAL COLLEGE,EDUCATION,PRIVATE,"I FLOOR, MOWNIKA TOWERS, BACK SIDE OF PETROL BUNK, INNISPETA, RAJAHMUNDRY.","0883-2420958, 6664010",,0104000020E6100000010000000101000000F1C943D8FD5C6141535BE0B4294C3D41
1726,00-00-03-52-01,27,SRI SAI BHARGAVI MEDICAL & GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"V.T.COLLEGE ROAD, RAJAHMUNDRY.",9989032445,,0104000020E6100000010000000101000000D652D891195D6141CC98BE62DD4C3D41
1727,00-00-02-05,21,SRI SRI SRI PUNTALA MUSALAMMA AMMAVARI ALAYAM,TEMPLE,,AMMAVARI TEMPLE,RELIGIOUS,PRIVATE,"ULLITHOTA VEEDHI, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000252B55B4A85C614124DCB4026B4E3D41
1728,00-00-03-22,21,ICICI BANK ATM,ATM,,ICICI BANK ATM,FACILITY,PRIVATE,"T NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001AC1D355B85C6141D81D8113BF4D3D41
1729,00-00-03-57,21,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 114,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"#7-6-15, ULLITHOTA VEEDHI, SIRIPUVARAPU VEEDHI, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000E7485062A05C61414F70FA61584E3D41
1730,00-00-03-46,1,PARK,PARK,MUNICIPAL CORPORATION OF RAJAHMUNDRY,PARK,FACILITY,GOVERNMENT,"SUBBARAOPETA-1, RAJAHMUNDRY.",,,0104000020E610000001000000010100000048592D7C5E5E6141CB3039E754593D41
1731,00-00-03-24,45,QUARY MARKET JUNCTION BUS STOP,BUS STOP,LAST STOP FOR GOKAVARAM SINGLE STOP BUSES,BUS STOP,FACILITY,,"QUARY MARKET JUNCTION, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002F893C4B9A5D6141E3E289ADE05D3D41
1732,00-00-03-23,21,LAKSHMI VILAS BANK,BANK,,LAKSHMI VILAS BANK,FACILITY,PRIVATE,"T NAGAR, RAJAHMUDNRY.",,,0104000020E610000001000000010100000008B105B6BC5C61410F08141FB74D3D41
1733,00-00-03-09,5,APSRTC RESERVATION COUNTER,OFFCIE,,RESERVATION COUNTER,FACILITY,GOVERNMENT,"HITECH BUS SHELTER, KAMBALA TANK, RAJAHMUNDRY.",0883-2433223,,0104000020E610000001000000010100000051A96C872E5D6141F9CAFF69D3543D41
1734,00-00-03-22,21,AXIS BANK ATM,ATM,,AXIS BANK ATM,FACILITY,PRIVATE,"BESIDE ICICI BANK, T NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002E34A4EDC05C6141DC1A2B17C24D3D41
1735,00-00-03-29,27,CEL CHYTANYA,COACHING CENTRE,,COACHING CENTRE,EDUCATION,PRIVATE,"MOWNIKA TOWERS, BACK SIDE OF PETROL BUNK, INNISPETA, RAJAHMUNDRY.","0883-3207080, 93979183138",,0104000020E610000001000000010100000075B43928FE5C6141FE863C78274C3D41
1736,00-00-03-23,21,AXIS BANK,BANK,RAJAHMUNDRY BRANCH,AXIS BANK,FACILITY,PRIVATE,"T NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006F2CBAD5BF5C61411019B9AABF4D3D41
1737,00-00-03-23,21,HDFC BANK,BANK,RAJAHMUNDRY BRANCH,HDFC BANK,FACILITY,PRIVATE,"NIDAMARTI VARI VEEDHI, T NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000000E57CED0D45C6141CBB507E7494C3D41
1738,00-00-03-29,27,PRAGATI COACHING CENTRE,COACHING CENTRE,,COACHING CENTRE,EDUCATION,PRIVATE,"MOWNIKA TOWERS, BACK SIDE OF PETROL BUNK, INNISPETA, RAJAHMUNDRY.","9948167399, 9705302455",,0104000020E6100000010000000101000000D624B739FE5C6141CAB5957A2C4C3D41
1739,00-00-03-33,21,SRI KOLLAVEERA SWAMY KALYANAMANDAPAM,FUNCTION HALL,,FUNCTION HALL,ENTERTAINMENT,PRIVATE,"KALEPALLI VARI VEEDHI, INNESPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D0AFE26BC65C6141652D85DAF24C3D41
1740,00-00-03-45,21,SRI RALLABANDI SUBBARAO ARCHAEOLOGICAL MESEUM,MUSEUM,DEPARTMENT OF ARCH &MESEUM,MESEUM,FACILITY,GOVERNMENT,"T NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008278F762A35C6141C1852147234E3D41
1741,00-00-02-05,18,SRI RAMA MANIDRAM,TEMPLE,,RAMA TEMPLE,RELIGIOUS,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006F12C749585D61410A1C43FFA7453D41
1742,00-00-03-09,21,SRI PRASAD GAS COMPANY,OFFICE,,HP GAS AGENCY,,PRIVATE,"GODAVARI GATTU, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008D45AF01AC5C6141ABA0E8E4454D3D41
1743,00-00-03-23,21,INDUSLND BANK,BANK,INDUSLND MARKETING & FINANCES SERVICES PVT.LTD,INDUSLND BANK,FACILITY,PRIVATE,"#7-24-3, INNESPETA, RAJAHMUNDRY.","0883-2438098, 2436389",,0104000020E6100000010000000101000000724EA020BE5C6141855A4B45614D3D41
1744,00-00-03-09,21,RELIANCE LIFE INSURANCE,OFFICE,CDA & ADVISOR'S OFFICE,INSURANCE OFFICE,,PRIVATE,"MARTURIVARI VEEDHI, T NAGAR, RAJAHMUNDRY.",,,0104000020E610000001000000010100000095E4EA08BD5C614107F66C8E494E3D41
1745,00-00-03-51,21,THOMPSON'S NNT PUBLIC SCHOOL,SCHOOL,,E M HIGH SCHOOL,EDUCATION,PRIVATE,"INNESPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D204BB19E15C6141481376417B4C3D41
1746,00-00-03-09,21,KAIL CHIT PVT LTD,OFFICE,KOSTA,FINANCE OFFICE,,PRIVATE,"#7-24-9, ADAVIKOLANU VARI VEEDHI, INNESPETA, RAJAHMUNDRY.",0883-2433123,,0104000020E61000000100000001010000002F899DFFBA5C61416C8B7396834D3D41
1747,00-00-03-52-02,18,PRABHUTVA CHOWKA DHARALA DUKANAM,SHOP,SHOP NO: 1,RATION SHOP,SHOP,GOVERNMENT,"#2-16-18, RANGALAVARI VEEDHI, ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E610000001000000010100000063FEAF575C5D61413877831E7B463D41
1748,00-00-03-52,18,SRI NALAM VARI SATRAM,SHOPPING COMPLEX,ENDOWMENTS,SHOPPING COMPLEX,SHOP,GOVERNMENT,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E610000001000000010100000044A5AB2A625D614195A8B02DB9463D41
1749,00-00-03-52,19,JALAPUSPA BHAVANAM,SHOP,"NFDB & GRANT, MUNICIPAL CORPORATION",FISH SHOP,SHOP,GOVERNMENT,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000DB37D4CC5E5D6141A0D66F6B24473D41
1750,00-00-03-49,21,SITARA PURE VEG RESTAURANT,RESTAURANT,,RESTURANT,HOSPITALITY,PRIVATE,"BESIDE KUMARI DHEATRE, T NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009BDCBFC5B55C61417B462FF9A24D3D41
1751,00-00-03-23,21,ORIENTAL BANK OF COMMERCE,BANK,,ORIENTAL BANK OF COMMERCE,FACILITY,PRIVATE,"MARTURIVARI VEEDHI, RAJAHMUNDRY.",,,0104000020E61000000100000001010000000A8DBDA2BC5C61414C45B732414E3D41
1752,00-00-03-52-03,25,VIJAYA SAI WINES,SHOP,,WINE SHOP,SHOP,PRIVATE,"BESIDE LIC OFFICE, MAIN ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000961BF058D15C61410D2B2A75C94D3D41
1753,00-00-03-57,25,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 136,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"RANDHIVARI VEEDHI-II, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000FA3C93BBD85C614148C7ED77B44E3D41
1754,00-00-03-33,21,ANDHRA BSIHMA BRINAYAPATHI SRI SUBBARAO PANTULU ROT,FUNCTION HALL,,FUNCTION HALL,ENTERTAINMENT,PRIVATE,"NEAR KUMARI DHEATER, T NAGAR, RAJAHMUNDRY.",,,0104000020E610000001000000010100000075FD0421B95C6141F7D5115F564D3D41
1755,00-00-03-57,45,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 110,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"BUNGUR COLONY, VADDERAPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000490EB643145D61411D88427AB25D3D41
