city,area,family_size,male,female,age_lt15,age_15btw25,age_25btw45,age_gt45,no_of_children,occupation,education,no_of_working_members,child_working_below_15,type_of_ration_card,health_card,no_of_deceased_people,no_of_handicapped_people,car,bike,tractor,house,land,gold,monthly_income,government_income,pension_income,private_income,caste,nearest_hospital,nearest_primary_school,nearest_high_school,nearest_college,nearest_university,postal_savings,bank_savings,chit_savings,other_savings,agricultural_status,type_of_building,type_of_water_source,source_of_drinking_water,presence_of_toilet_facility,electricity_connection,television,refrigerator,air_conditioner,heater,fan,computer,electricity_bill,gas_connection,no_of_lic_policies,income_status,cable_connection,internet_connection,poverty_status,latitude,longitude
Prathipadu,Rural,3,1,2,1,1,1,1,1,Driver,SSC,1,0,White,No,0,0,0,0,0,1,0,11,7000,0,700,0,SC,3,5,3,4,23,0,100000,0,0,Decrease,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,4,0,265,Yes,0,Decrease,Yes,No,Poor,17.233409,82.229320 
Prathipadu,Rural,4,2,2,1,1,2,0,2,Carpenter,8th Standard,1,0,White,No,0,1,0,1,0,1,0,11,7000,0,0,7000,SC,5,3,4,5,11,0,0,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,4,0,225,Yes,0,Increase,Yes,Yes,Poor,17.233412,82.229331
Prathipadu,Rural,3,1,2,1,0,1,1,1,Carpenter,SSC,1,0,White,Yes,0,0,0,1,1,1,1,10,9000,0,0,9000,OC,3,5,3,11,10,0,46000,0,0,Increase,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,2,0,120,Yes,0,Remains Same,No,No,Poor,17.233418,82.229308
Prathipadu,Rural,3,2,1,0,3,0,0,1,Teacher,SSC,1,1,White,No,1,0,0,1,0,1,0.5,13,8500,0,0,8500,BC,3,5,6,5,11,1000,85000,0,0,Increase,Shed,Bore,Outside,Inside,Yes,0,0,0,0,2,0,220,Yes,0,Decrease,Yes,Yes,Poor,17.229658,82.225727
Prathipadu,Rural,4,2,2,0,2,1,1,2,Driver,8th Standard,2,0,White,No,1,0,0,1,0,1,1,10,12000,0,0,12000,OC,2,5,5,6,21,2000,45000,0,0,Decrease,Single Floor,Tap,Inside,Inside,Yes,1,0,0,0,3,0,200,Yes,0,Remains Same,No,No,Middle,17.229538,82.226530 
Prathipadu,Rural,4,2,2,0,2,1,2,2,Fishing,7th,2,0,White,Yes,1,0,0,1,0,1,1,9,12000,12000,0,0,OC,2,4,5,6,21,1000,65000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,3,0,265,Yes,0,Increase,Yes,No,Middle,17.229980 ,82.226732
Prathipadu,Rural,4,1,2,1,0,1,1,1,Farmer,8th Standard,1,0,White,No,1,0,0,1,1,1,1,10,12000,12000,0,0,OC,3,3,3,11,10,1000,90000,0,0,Increase,Shed,Bore,Inside,Inside,No,1,0,0,0,4,0,250,Yes,0,Increase,Yes,Yes,Middle,17.229998,82.226829
Rajahmundry,Rural,4,1,3,1,1,2,0,3,Farmer,Graduation,1,0,White,Yes,0,0,0,1,0,1,1,15,24000,0,4000,20000,BC,3,1,3,12,11,0,80000,0,0,Remains Same,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,2,1,250,Yes,1,Remains Same,Yes,No,Middle,17.032871,81.771067
Rajahmundry,Rural,5,2,3,1,2,2,0,0,Business,Graduation,2,0,White,Yes,0,0,0,1,0,1,1,30,14000,0,0,14000,BC,3,1,3,12,11,0,90000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,2,0,30,Yes,3,Increase,Yes,No,Middle,17.034861,81.767688
Rajahmundry,Rural,4,2,2,2,0,2,0,1,Business,SSC,2,0,White,No,0,0,0,1,0,1,1,50,18000,0,0,18000,BC,3,1,3,12,11,0,45000,0,0,Decrease,Double Floor,Bore,Inside,Inside,Yes,1,0,0,0,1,1,50,Yes,4,Incresaed,Yes,No,Middle,17.029527,81.774382
Rajahmundry,Rural,3,1,2,1,0,2,0,1,Business,Intermediate,1,0,White,Yes,0,0,0,1,0,1,1,15,24000,0,0,24000,OC,3,1,3,12,11,0,120000,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,0,0,0,0,3,1,300,Yes,2,Remains Same,No,No,Middle,17.03642,81.767559
Rajahmundry,Rural,6,2,4,2,1,2,1,2,Farmer,Intermediate,1,0,No,No,0,0,0,1,0,0,0,12,18000,0,0,18000,OC,3,1,3,12,11,0,100000,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,0,0,0,0,2,0,60,Yes,0,Remains Same,No,No,Poor,17.033087,81.768911
Rajahmundry,Rural,4,2,2,1,1,2,0,2,Fishing,Intermediate,1,0,No,No,0,1,0,1,0,0,0,12,24000,0,0,24000,OC,3,1,3,12,11,5000,100000,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,1,0,0,0,2,0,100,Yes,0,Remains Same,Yes,No,Poor,17.031425,81.770831
Rajahmundry,Rural,4,3,1,1,1,2,0,2,Business,6th Standard,1,0,White,Yes,1,0,0,0,0,1,1,0,18000,0,0,18000,OC,4,1,1,6,10,0,80000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,0,0,0,3,1,300,Yes,0,Decrease,Yes,No,Poor,17.039645,81.781152
Rajahmundry,Rural,3,2,1,1,0,2,0,2,Teacher,No,1,0,White,No,0,0,0,0,0,1,0,13,24000,0,6000,18000,BC,4,1,1,6,10,0,90000,0,0,Decrease,Shed,Tap,Outside,Outside,No,1,0,0,0,2,0,60,Yes,0,Remains Same,Yes,No,Poor,16.970364,81.820934
Rajahmundry,Urban,4,2,2,0,2,1,1,2,Driver,SSC,2,0,White,Yes,0,0,0,1,0,1,0,30,30000,0,0,30000,OC,4,1,1,6,10,0,60000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,0,0,0,1,0,30,Yes,0,Remains Same,Yes,No,Poor,16.994415,81.802566
Rajahmundry,Rural,6,4,2,1,2,2,1,0,Driver,Graduation,1,0,White,Yes,0,0,1,1,0,1,1,40,10000,0,0,10000,BC,2,1,1,4,10,0,0,0,0,Decrease,Double Floor,Tap,Inside,Inside,Yes,1,0,0,0,2,1,250,Yes,2,Increase,Yes,No,Middle,17.043334,81.793168
Rajahmundry,Rural,5,2,3,1,2,2,0,2,Business,Intermediate,2,0,White,Yes,1,0,0,1,0,1,1,30,8000,0,0,8000,OC,3,1,2,5,10,0,75000,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,2,0,110,Yes,2,Remains Same,Yes,No,Middle,17.042236,81.774036
Rajahmundry,Urban,4,1,3,1,1,2,0,0,Driver,Graduation,3,0,White,Yes,1,0,1,1,0,1,1,50,9000,0,0,9000,BC,2,1,2,6,10,0,85000,0,0,Increase,Double Floor,Bore,Inside,Inside,Yes,1,0,0,0,3,1,200,Yes,3,Increase,Yes,No,Middle,17.026983,81.770391
Rajahmundry,Rural,4,2,2,2,0,2,0,2,Fishing,Graduation,1,0,No,No,0,0,0,1,0,0,0,20,18000,0,0,18000,BC,5,2,2,5,12,0,95000,0,0,Remains Same,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,3,1,150,Yes,0,Remains Same,Yes,No,Middle,16.984483,81.800849
Rajahmundry,Urban,3,2,1,1,0,2,0,1,Farmer,Intermediate,2,0,No,No,0,0,0,1,0,0,0,20,10000,0,0,10000,OC,1,1,1,3,10,0,95000,0,0,Remains Same,fourth floor,Bore,Inside,Inside,Yes,1,0,0,0,2,0,100,Yes,0,Increase,Yes,No,Middle,17.042677,81.777781
Rajahmundry,Rural,6,2,4,2,1,2,1,3,Driver,6th Standard,1,0,White,No,0,0,0,0,1,1,1,13,18000,0,0,18000,OC,4,1,2,6,10,0,0,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,3,1,110,Yes,0,Remains Same,No,No,Poor,17.031609,81.780699
Rajahmundry,Rural,4,2,2,1,1,2,0,3,Driver,6th Standard,1,0,White,No,0,0,0,0,0,1,0,13,24000,0,0,24000,OC,4,1,2,6,10,0,60000,0,0,Remains Same,Single Floor,Tap,Inside,Outside,Yes,1,0,0,1,2,0,120,Yes,0,Remains Same,Yes,No,Poor,17.033737,81.796988
Rajahmundry,Urban,5,3,2,1,2,2,0,0,Driver,Graduation,2,0,White,Yes,0,0,0,1,0,1,1,30,18000,0,0,18000,BC,3,1,3,12,11,1000,40000,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,0,0,0,0,3,0,120,Yes,2,Increase,No,No,Middle,17.034886,81.798232
Rajahmundry,Rural,4,1,3,1,1,2,0,1,Farmer,Intermediate,1,0,White,Yes,0,0,0,1,0,1,1,15,20000,0,8000,12000,OC,3,1,3,6,10,0,0,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,1,0,35,Yes,2,Remains Same,Yes,No,Poor,17.028132,81.773438
Rajahmundry,Rural,5,2,3,1,2,2,0,0,Driver,Graduation,3,0,White,Yes,0,0,1,1,0,1,1,40,18000,0,0,18000,BC,2,1,2,5,10,0,10000,0,0,Remains Same,Double Floor,Bore,Inside,Inside,Yes,0,0,0,0,2,1,250,Yes,3,Increase,No,No,Middle,17.028706,81.774683
Rajahmundry,Rural,4,3,1,2,0,2,0,2,Fishing,6th Standard,1,0,White,Yes,0,0,0,0,0,1,1,0,24000,0,0,24000,OC,4,1,1,6,10,0,60000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,0,0,0,2,1,250,Yes,0,Decrease,Yes,No,Poor,17.038543,81.778778
Rajahmundry,Rural,3,1,2,1,0,2,0,2,Fishing,SSC,2,0,White,Yes,0,0,0,1,0,1,0,30,18000,0,0,18000,OC,4,1,1,6,11,0,0,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,0,0,0,1,2,0,50,Yes,0,Remains Same,No,No,Poor,17.037456,81.774144
Rajahmundry,Urban,6,3,3,1,2,2,1,1,Farmer,Intermediate,1,0,White,No,0,1,0,1,0,1,0,20,24000,0,0,24000,OC,4,1,1,3,11,0,80000,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,1,1,0,0,2,0,30,Yes,0,Increase,Yes,No,Poor,16.970733,81.807072
Rajahmundry,Rural,5,3,2,1,2,2,0,2,Farmer,Graduation,2,0,White,No,0,0,0,1,0,1,1,11,18000,0,0,18000,BC,4,5,7,11,10,0,90000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,1,1,50,Yes,1,Remains Same,Yes,No,Middle,16.964945,81.808231
Rajahmundry,Urban,4,1,3,1,1,2,0,0,Business,Graduation,1,0,White,No,0,0,0,1,0,0,0,0,21000,0,3000,18000,SC,5,6,8,12,11,0,45000,0,0,Remains Same,Shed,Bore,Outside,Inside,Yes,0,0,0,0,2,0,100,Yes,0,Remains Same,No,No,Poor,17.034076,81.793035
Rajahmundry,Rural,2,1,1,0,0,2,0,2,Carpenter,Graduation,1,0,White,No,0,0,0,1,0,0,0,25,30000,0,0,30000,SC,3,1,3,12,11,0,120000,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,0,0,0,0,1,1,50,Yes,0,Remains Same,No,No,Poor,17.036896,81.75201
Rajahmundry,Urban,4,1,3,1,1,2,0,3,Carpenter,Post Graduation,3,0,White,No,0,0,0,1,0,1,1,60,10000,0,0,10000,BC,4,1,1,8,12,0,100000,0,0,Remains Same,Double Floor,Tap,Inside,Inside,Yes,0,0,0,0,3,1,260,Yes,2,Increase,No,No,Middle,16.973196,81.802866
Rajahmundry,Urban,4,2,2,2,0,2,0,3,Carpenter,Post Graduation,2,0,White,Yes,0,0,0,1,0,1,1,75,18000,0,0,18000,OC,6,4,5,10,11,5000,100000,0,0,Remains Same,Double Floor,Tap,Inside,Inside,Yes,0,0,0,0,2,0,120,Yes,1,Remains Same,No,No,Middle,17.041242,81.788189
Rajahmundry,Rural,3,1,2,1,0,2,0,2,Farmer,Graduation,1,0,No,No,0,0,0,1,0,0,0,20,24000,0,0,24000,BC,5,2,2,5,12,0,80000,0,0,Remains Same,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,3,1,130,Yes,0,Remains Same,Yes,No,Middle,17.052525,81.797159
Rajahmundry,Urban,6,2,4,2,1,2,1,0,Business,Graduation,3,0,White,Yes,1,0,1,1,0,1,1,50,18000,0,0,18000,BC,2,1,2,6,10,0,90000,0,0,Increase,Double Floor,Bore,Inside,Inside,Yes,1,0,0,0,2,0,170,Yes,3,Increase,Yes,No,Middle,17.049817,81.792567
Rajahmundry,Rural,4,2,2,1,1,2,0,2,Business,Post Graduation,4,0,White,Yes,1,0,0,1,0,1,1,30,20000,0,0,20000,OC,3,1,2,5,10,0,60000,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,3,1,150,Yes,2,Remains Same,Yes,No,Middle,17.043857,81.781504
Rajahmundry,Rural,5,3,2,1,2,2,0,1,Fishing,Graduation,3,0,White,Yes,0,0,0,1,0,1,1,15,9000,0,0,9000,OC,3,1,3,6,10,0,0,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,0,0,0,0,2,0,100,Yes,2,Remains Same,No,No,Poor,17.041395,81.777362
Rajahmundry,Rural,6,2,4,2,1,2,1,0,Farmer,Graduation,1,0,White,No,0,0,0,1,0,0,1,20,8000,0,0,8000,SC,1,6,5,12,22,0,75000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,3,0,120,Yes,0,Remains Same,No,No,Poor,17.030173,81.768868
Rajahmundry,Urban,4,2,2,1,1,2,0,3,Farmer,6th Standard,1,0,White,No,0,0,0,0,1,1,1,13,8000,0,0,8000,OC,4,1,2,6,10,0,85000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,2,1,250,Yes,0,Remains Same,No,No,Poor,17.027434,81.770091
Rajahmundry,Rural,5,3,2,1,2,2,0,3,Farmer,SSC,1,0,White,No,0,0,0,1,0,1,0,10,7000,0,0,7000,OC,4,3,3,6,10,0,95000,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,1,0,0,0,2,0,110,Yes,0,Remains Same,Yes,No,Poor,17.026326,81.768589
Rajahmundry,Urban,4,1,3,1,1,2,0,2,Fishing,No,1,0,White,No,0,0,0,0,0,1,0,13,7000,0,0,7000,BC,4,1,1,6,10,0,95000,0,0,Decrease,Shed,Tap,Outside,Outside,No,0,0,0,1,3,1,200,Yes,0,Remains Same,No,No,Poor,17.028583,81.77155
Rajahmundry,Rural,3,1,2,1,0,2,0,3,Business,Graduation,1,0,White,Yes,0,0,0,1,0,1,1,45,8000,0,0,8000,OC,2,3,5,8,21,0,0,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,1,0,0,0,3,1,150,Yes,0,Remains Same,Yes,No,Middle,17.030912,81.770177
Rajahmundry,Rural,3,2,1,1,0,2,0,2,Teacher,Graduation,1,o,White,No,0,0,0,1,0,0,1,23,8000,0,0,8000,BC,2,6,5,3,21,0,80000,0,0,Remains Same,Single Floor,Bore,Outside,Inside,Yes,0,0,0,0,2,0,100,Yes,0,Remains Same,No,No,Poor,17.040687,81.77291
Rajahmundry,Urban,4,2,2,0,2,1,1,1,Business,Intermediate,1,0,White,Yes,0,0,0,1,0,1,1,15,9000,0,0,9000,OC,3,1,3,12,11,0,90000,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,2,0,50,Yes,2,Remains Same,Yes,No,Middle,17.046072,81.771536
Rajahmundry,Rural,3,2,1,1,2,0,0,1,Business,Intermediate,1,0,White,No,0,0,0,1,0,1,0,20,9000,0,0,9000,OC,4,1,1,3,11,0,60000,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,0,1,0,0,2,0,30,Yes,0,Increase,No,No,Poor,16.954778,81.787815
Rajahmundry,Rural,4,2,2,0,2,1,1,1,Teacher,Graduation,1,0,White,No,0,0,0,1,0,0,0,10,9000,0,0,9000,SC,3,8,2,12,11,0,0,0,0,Remains Same,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,1,1,50,Yes,0,Remains Same,Yes,No,Middle,16.928442,81.816097
Rajahmundry,Urban,3,2,1,1,2,0,0,2,Carpenter,Graduation,1,0,White,No,0,0,0,1,0,0,0,25,10000,0,0,10000,SC,3,1,5,12,21,0,45000,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,1,0,0,0,2,0,100,Yes,0,Remains Same,Yes,No,Poor,16.982718,81.817329
Rajahmundry,Rural,6,4,2,1,2,2,1,1,Carpenter,Intermediate,1,0,White,No,0,0,0,1,0,0,0,8,10000,10000,0,10000,OC,2,6,5,3,21,0,80000,3000,0,Remains Same,Single Floor,Bore,Outside,Inside,Yes,0,0,0,0,2,0,60,Yes,0,Remains Same,No,No,Poor,16.988998,81.80733
Rajahmundry,Rural,5,3,2,1,2,2,0,1,Teacher,Graduation,2,0,White,Yes,0,1,0,1,0,0,1,35,11000,11000,0,0,OC,2,3,5,10,31,0,0,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,1,0,30,Yes,1,Remains Same,No,No,Middle,17.043713,81.773511
Rajahmundry,Urban,4,2,2,1,1,2,0,0,Business,Graduation,1,0,White,No,0,0,0,1,0,0,0,5,12000,10000,0,2000,SC,5,10,8,12,21,0,45000,0,0,Remains Same,Shed,Bore,Outside,Inside,Yes,0,0,0,0,2,1,250,Yes,0,Remains Same,No,Yes,Poor,17.049909,81.771086
Rajahmundry,Rural,4,1,3,1,1,2,0,1,Fishing,Intermediate,1,0,No,No,0,0,0,1,0,0,0,36,13000,0,0,13000,OC,1,5,8,3,21,0,65000,0,0,Remains Same,second floor,Bore,Outside,Inside,Yes,0,0,0,0,2,0,110,Yes,0,Remains Same,No,No,Poor,17.035753,81.779583
Rajahmundry,Urban,5,2,3,1,2,2,0,2,Farmer,Graduation,2,0,White,No,0,0,0,1,0,1,1,11,12000,10000,0,2000,BC,4,5,7,11,10,0,0,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,1,1,50,Yes,1,Remains Same,Yes,No,Middle,16.930803,81.814251
Rajahmundry,Rural,4,2,2,2,0,2,0,0,Farmer,Graduation,1,0,White,No,0,0,0,1,0,0,0,1,12000,0,0,12000,SC,5,6,8,12,11,0,36000,0,0,Remains Same,Shed,Bore,Outside,Inside,Yes,1,0,0,0,3,1,260,Yes,0,Remains Same,Yes,Yes,Poor,17.067542,81.802777
Rajahmundry,Rural,3,1,2,1,0,2,0,2,Business,Graduation,1,0,White,No,0,0,0,1,0,0,0,25,13000,10000,0,3000,SC,3,1,3,12,11,0,50000,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,1,0,0,0,2,0,120,Yes,0,Remains Same,Yes,No,Poor,17.058594,81.80676
Rajahmundry,Urban,4,2,2,2,0,2,0,3,Business,6th Standard,1,0,White,No,0,0,0,0,1,1,1,13,12000,0,0,12000,OC,4,1,2,6,10,0,55000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,0,0,0,0,3,1,130,Yes,0,Remains Same,No,Yes,Poor,16.920914,81.820364
Rajahmundry,Rural,3,1,2,1,0,2,0,3,Fishing,Post Graduation,2,0,White,Yes,0,0,0,1,0,1,1,42,9000,0,0,9000,OC,4,3,3,8,21,0,60000,0,0,Remains Same,Double Floor,Tap,Inside,Inside,Yes,0,0,0,0,2,0,170,Yes,0,Increase,No,No,Middle,17.005863,81.771368
Rajahmundry,Rural,6,2,2,1,1,2,0,0,Farmer,Graduation,3,0,White,Yes,1,0,1,1,0,1,1,50,10000,10000,0,0,BC,2,1,2,6,10,0,55000,0,0,Increase,Double Floor,Bore,Inside,Inside,Yes,1,0,0,0,4,0,265,No,3,Increase,No,No,Middle,17.013516,81.777398
Rajahmundry,Rural,4,3,3,2,2,2,0,2,Fishing,Intermediate,1,0,White,No,0,1,0,1,0,0,1,25,9000,0,0,9000,OC,3,1,3,12,31,0,90000,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,1,0,0,0,4,0,225,Yes,0,Remains Same,Yes,No,Middle,17.017661,81.780681
Rajahmundry,Rural,4,2,2,0,2,2,0,0,Farmer,Graduation,1,0,White,No,0,0,0,1,0,0,1,20,8000,0,0,8000,SC,1,6,5,12,22,0,45000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,0,0,0,2,0,120,Yes,0,Remains Same,Yes,No,Poor,16.949301,81.786035
Rajahmundry,Urban,3,2,3,0,2,1,1,3,Fishing,Post Graduation,3,0,White,No,0,0,0,1,0,1,1,60,8000,0,8000,0,BC,4,1,1,8,12,0,85000,0,0,Remains Same,Double Floor,Tap,Inside,Inside,Yes,0,0,0,0,2,0,220,Yes,2,Increase,No,No,Middle,17.048261,81.808536
Rajahmundry,Rural,4,1,2,1,1,1,0,1,Business,Graduation,1,0,White,No,0,0,0,1,0,1,0,45,7000,7000,0,0,OC,4,5,6,3,12,0,20000,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,3,0,200,Yes,1,Increase,No,No,Poor,17.058241,81.805016
Rajahmundry,Urban,3,2,2,1,1,2,0,0,Teacher,Graduation,1,0,White,No,0,0,0,1,0,0,1,8,7000,0,0,7000,SC,3,6,5,10,20,0,0,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,1,1,0,0,4,0,400,Yes,0,Remains Same,Yes,No,Poor,17.056588,81.797399
Rajahmundry,Rural,4,1,2,1,0,1,1,3,Teacher,Graduation,1,0,White,Yes,1,0,0,0,0,1,1,20,7000,0,7000,0,OC,4,1,3,6,10,0,85000,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,1,1,0,0,4,0,300,Yes,0,Decrease,Yes,No,Middle,16.962604,81.791099
Rajahmundry,Rural,3,2,1,0,3,2,0,0,Farmer,Graduation,3,0,White,Yes,0,0,1,1,0,1,1,40,7000,0,0,7000,BC,2,1,2,5,10,0,45000,0,0,Remains Same,Double Floor,Bore,Inside,Inside,Yes,1,0,0,0,3,0,300,Yes,3,Increase,Yes,No,Middle,16.964363,81.764607
Rajahmundry,Rural,4,2,2,0,2,1,2,0,Farmer,Intermediate,1,0,White,No,0,1,0,1,0,0,0,2,9000,0,0,9000,SC,6,8,12,10,11,0,85000,0,0,Remains Same,Shed,Bore,Outside,Inside,Yes,0,0,0,0,2,0,250,Yes,0,Remains Same,No,No,Poor,17.043948,81.79611
Rajahmundry,Rural,4,1,2,0,1,1,1,1,Carpenter,Intermediate,2,0,No,No,0,0,0,1,0,0,0,20,8500,0,0,8500,OC,1,1,1,3,10,0,78000,0,0,Remains Same,fourth floor,Bore,Inside,Inside,Yes,1,1,1,0,3,0,205,Yes,0,Increase,Yes,No,Middle,17.04875,81.804669
Rajahmundry,Urban,3,2,2,0,1,2,0,1,Farmer,Intermediate,1,0,White,Yes,0,0,0,1,0,1,1,15,24000,0,6000,18000,OC,3,1,3,12,11,0,0,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,0,0,0,0,4,0,250,Yes,2,Remains Same,No,No,Middle,17.05817,81.805071
Rajahmundry,Rural,4,2,2,1,1,3,0,1,Driver,Post Graduation,3,0,White,No,0,0,0,1,0,1,1,70,30000,0,0,30000,BC,5,3,7,7,12,0,56000,0,0,Increase,Double Floor,Tap,Inside,Inside,Yes,0,0,0,0,3,0,256,Yes,3,Increase,No,No,Middle,16.93666,81.789125
Rajahmundry,Rural,5,1,1,0,1,2,0,3,Farmer,Graduation,3,0,White,Yes,1,0,1,1,0,1,1,75,10000,0,0,10000,BC,2,1,2,6,10,0,45000,0,0,Increase,Double Floor,Tap,Inside,Inside,Yes,1,1,0,1,4,0,265,Yes,3,Increase,Yes,No,Middle,17.043991,81.798232
Rajahmundry,Urban,4,2,2,0,1,2,0,1,Business,Intermediate,2,0,No,No,0,0,0,1,0,0,0,20,18000,0,0,18000,OC,1,1,1,3,10,0,25000,0,0,Remains Same,fourth floor,Bore,Inside,Inside,Yes,0,0,0,0,4,0,225,Yes,0,Increase,No,No,Middle,17.065615,81.796958
Rajahmundry,Rural,6,3,2,2,1,2,0,2,Business,Intermediate,1,0,No,No,0,0,0,1,0,0,0,12,24000,0,0,24000,OC,3,1,3,12,11,0,100000,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,0,0,0,0,3,0,240,Yes,0,Remains Same,No,No,Poor,17.062946,81.800792
Rajahmundry,Urban,4,2,2,1,1,2,0,3,Farmer,Post Graduation,3,0,White,No,0,0,0,1,0,1,1,80,18000,0,0,18000,BC,3,1,2,5,10,0,0,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,1,1,1,0,2,0,160,Yes,2,Remains Same,Yes,No,Middle,16.975044,81.793636
Rajahmundry,Rural,4,3,3,2,2,1,1,2,Leather Work,Graduation,1,0,White,Yes,0,0,1,1,0,1,1,40,20000,0,0,20000,BC,2,1,1,4,10,0,46000,0,0,Decrease,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,4,0,260,Yes,2,Increase,No,No,Middle,17.051438,81.817229
Rajahmundry,Rural,3,2,2,0,2,1,0,2,Farmer,Graduation,2,0,White,No,0,0,0,1,0,1,1,11,12000,0,0,12000,BC,4,5,7,11,10,0,85000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,0,0,0,0,4,0,300,Yes,1,Remains Same,No,No,Middle,17.067766,81.803003
Rajahmundry,Rural,4,2,3,0,2,2,0,1,Leather Work,Graduation,2,0,White,No,0,0,0,1,0,0,1,35,18000,0,0,18000,OC,3,1,3,12,11,0,45000,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,0,0,0,0,4,0,300,Yes,0,Remains Same,No,No,Poor,17.069716,81.810309
Rajahmundry,Rural,3,1,2,1,1,1,0,2,Teacher,Intermediate,2,0,White,No,0,0,0,0,0,1,1,20,24000,0,6000,18000,BC,4,3,3,6,20,0,65000,0,0,Remains Same,Single Floor,Tap,Inside,Inside,No,1,0,0,0,3,0,250,Yes,0,Remains Same,Yes,No,Middle,17.021559,81.775445
Rajahmundry,Urban,4,2,2,1,1,2,0,1,Fishing,Graduation,1,0,White,No,0,0,0,1,0,1,0,20,30000,0,0,30000,OC,3,7,6,2,21,3000,90000,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,4,0,205,Yes,1,Increase,No,No,Poor,16.937347,81.828592
Rajahmundry,Rural,3,1,2,1,0,1,1,3,Farmer,6th Standard,1,0,White,No,0,0,0,0,1,1,1,13,10000,0,0,10000,OC,4,1,2,6,10,2000,25000,5000,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,1,0,3,0,250,Yes,0,Remains Same,Yes,No,Poor,17.006047,81.773796
Rajahmundry,Rural,3,2,1,0,3,0,0,1,Driver,SSC,1,0,White,No,0,0,0,1,0,1,0,9,18000,0,0,18000,OC,4,1,5,3,22,3000,86000,0,0,Remains Same,Single Floor,Bore,Outside,Inside,Yes,1,1,0,0,2,0,256,Yes,0,Remains Same,Yes,No,Poor,17.011136,81.775381
Rajahmundry,Rural,4,2,2,0,2,1,1,2,Farmer,Graduation,1,0,White,Yes,0,0,1,1,0,0,1,25,24000,0,0,24000,BC,3,1,1,4,20,2500,45000,3000,0,Decrease,Single Floor,Tap,Inside,Inside,Yes,1,1,1,0,2,0,265,Yes,2,Increase,Yes,No,Middle,17.017558,81.776475
Rajahmundry,Rural,3,1,2,0,1,2,0,2,Business,6th Standard,1,0,White,Yes,1,0,0,0,0,1,1,0,18000,0,0,18000,OC,4,1,1,6,10,0,65000,0,0,Remains Same,Shed,Tap,Outside,Inside,Yes,0,0,0,0,3,0,225,Yes,0,Decrease,No,No,Poor,17.073448,81.800342
